entity_id,id,name,label,entity_type,type,aliases,description,doc_ids,chunk_ids,community_id,community,evidence_count,relation_count,review_status,score
org_eq_014,org_eq_014,OASIS,OASIS,Organization,Organization,,Organization：OASIS,,,C05,C05,0,0,待复核,0.0
org_eq_015,org_eq_015,Taiwan CWA,Taiwan CWA,Organization,Organization,Central Weather Administration,Organization：Taiwan CWA,EQ_DOC_002,CHK_EQ_000005,C05,C05,1,1,待复核,1.0
metric_eq_001,metric_eq_001,PGA,PGA,Metric,Metric,Peak Ground Acceleration,Metric：PGA,EQ_DOC_003,CHK_EQ_000007；CHK_EQ_000008；CHK_EQ_000009,C03,C03,3,2,待复核,3.0
metric_eq_002,metric_eq_002,PGV,PGV,Metric,Metric,Peak Ground Velocity,Metric：PGV,EQ_DOC_003,CHK_EQ_000007,C03,C03,2,2,待复核,1.0
metric_eq_003,metric_eq_003,MMI,MMI,Metric,Metric,Modified Mercalli Intensity,Metric：MMI,EQ_DOC_003,CHK_EQ_000007；CHK_EQ_000008,C03,C03,2,2,待复核,2.0
metric_eq_004,metric_eq_004,AEL,AEL,Metric,Metric,Average Economic Loss,Metric：AEL,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_005,metric_eq_005,AELR,AELR,Metric,Metric,Average Economic Loss Ratio,Metric：AELR,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_006,metric_eq_006,MDF,MDF,Metric,Metric,Mean Damage Factor,Metric：MDF,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_007,metric_eq_007,COV,COV,Metric,Metric,Coefficient of Variation,Metric：COV,EQ_DOC_008,CHK_EQ_000022；CHK_EQ_000023,C03,C03,2,2,待复核,2.0
metric_eq_008,metric_eq_008,Vs30,Vs30,Metric,Metric,time-averaged shear-wave velocity,Metric：Vs30,EQ_DOC_006,CHK_EQ_000018,C03,C03,1,1,待复核,1.0
metric_eq_009,metric_eq_009,confidence,confidence,Metric,Metric,置信度,Metric：confidence,EQ_DOC_010,CHK_EQ_000031,C03,C03,1,1,待复核,1.0
metric_eq_010,metric_eq_010,震级,震级,Metric,Metric,magnitude,Metric：震级,EQ_DOC_002；EQ_DOC_007；EQ_DOC_009；EQ_DOC_010,CHK_EQ_000004；CHK_EQ_000005；CHK_EQ_000006；CHK_EQ_000019；CHK_EQ_000020；CHK_EQ_000021；CHK_EQ_000025；CHK_EQ_000027；CHK_EQ_000029,C03,C03,9,4,待复核,9.0
metric_eq_011,metric_eq_011,震源深度,震源深度,Metric,Metric,depth,Metric：震源深度,EQ_DOC_002；EQ_DOC_007,CHK_EQ_000005；CHK_EQ_000020,C03,C03,3,3,待复核,2.0
metric_eq_012,metric_eq_012,震中位置,震中位置,Metric,Metric,epicenter,Metric：震中位置,,,C03,C03,0,0,待复核,0.0
product_eq_001,product_eq_001,PAGER XML,PAGER XML,ImpactProduct,ImpactProduct,PAGER xml,ImpactProduct：PAGER XML,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_002,product_eq_002,PAGER 快速评估结果,PAGER 快速评估结果,ImpactProduct,ImpactProduct,PAGER product,ImpactProduct：PAGER 快速评估结果,EQ_DOC_003,CHK_EQ_000007,C03,C03,2,2,待复核,1.0
product_eq_003,product_eq_003,Intensity Contours,Intensity Contours,ImpactProduct,ImpactProduct,intensity contours,ImpactProduct：Intensity Contours,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_004,product_eq_004,XML Grid,XML Grid,ImpactProduct,ImpactProduct,grid.xml,ImpactProduct：XML Grid,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_005,product_eq_005,Fault Rupture JSON,Fault Rupture JSON,ImpactProduct,ImpactProduct,rupture.json,ImpactProduct：Fault Rupture JSON,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_006,product_eq_006,震损标签图,震损标签图,ImpactProduct,ImpactProduct,damage label map,ImpactProduct：震损标签图,,,C03,C03,0,0,待复核,0.0
evidence_eq_001,evidence_eq_001,证据片段001,证据片段001,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000001,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_002,evidence_eq_002,证据片段002,证据片段002,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000002,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_003,evidence_eq_003,证据片段003,证据片段003,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000003,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_004,evidence_eq_004,证据片段004,证据片段004,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000004,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_005,evidence_eq_005,证据片段005,证据片段005,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000005,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_006,evidence_eq_006,证据片段006,证据片段006,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000006,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_007,evidence_eq_007,证据片段007,证据片段007,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000007,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_008,evidence_eq_008,证据片段008,证据片段008,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000008,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_009,evidence_eq_009,证据片段009,证据片段009,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000009,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_010,evidence_eq_010,证据片段010,证据片段010,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000010,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_011,evidence_eq_011,证据片段011,证据片段011,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000011,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_012,evidence_eq_012,证据片段012,证据片段012,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000012,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_013,evidence_eq_013,证据片段013,证据片段013,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000013,"...MMI X (毁灭性强烈震动) [9] | MMI IX - X [3, 33] | MMI VIII (严重破坏烈度) [20] | | PAGER 经济损失警报级别 | 红色警报（经济损失极可能达到数亿美元，占日本国内生产总值的1",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_014,evidence_eq_014,证据片段014,证据片段014,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000014,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_015,evidence_eq_015,证据片段015,证据片段015,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000015,"| 评估指标与评估报告产品类型 | 2024年能登半岛地震数据值 [2, 4, 5, 29] | 2023年土耳其双震（主震）数据值 [9, 10, 31, 32] | 2015年尼泊尔大震数据值 [16, 17, 33, 34] | 20",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_016,evidence_eq_016,证据片段016,证据片段016,Evidence,Evidence,CHK_EQ_000022；REL_EQ_000016,## 八、 工程损失评估软件、能力谱法与高级易损性分析系统 在防震减灾 AI 的工程应用中，评估地震发生后整个城市在建筑损毁方面的经济损失和资本损耗，是一项计算极其密集的任务 [81]。这要求损失评估软件必须建立在严谨的非线性结构动力学计算,EQ_DOC_008,CHK_EQ_000022,C07,C07,1,1,待复核,1.0
evidence_eq_017,evidence_eq_017,证据片段017,证据片段017,Evidence,Evidence,CHK_EQ_000024；REL_EQ_000017,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 ",EQ_DOC_008,CHK_EQ_000024,C07,C07,1,1,待复核,1.0
evidence_eq_018,evidence_eq_018,证据片段018,证据片段018,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000018,"...stock（GBS）、核心生命线工程体系、应急救灾基础设施、次生产生泥石流滑坡等次生灾害模型 [66, 67] | 年均化地震预期直接损失（AEL），年均化预期损失率（AELR），计算涵盖建筑重置价值和直接间接经济中断成本 [81, ",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_019,evidence_eq_019,证据片段019,证据片段019,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000019,"...命线工程体系、应急救灾基础设施、次生产生泥石流滑坡等次生灾害模型 [66, 67] | 年均化地震预期直接损失（AEL），年均化预期损失率（AELR），计算涵盖建筑重置价值和直接间接经济中断成本 [81, 86] | 自有统一的 In",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_020,evidence_eq_020,证据片段020,证据片段020,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000020,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_021,evidence_eq_021,证据片段021,证据片段021,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000021,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_022,evidence_eq_022,证据片段022,证据片段022,Evidence,Evidence,CHK_EQ_000025；REL_EQ_000022,"...急部门的行政管理指令，需要对应急治理模型、国家预案以及国际应急标准进行数字化映射 [91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22",EQ_DOC_009,CHK_EQ_000025,C07,C07,1,1,待复核,1.0
evidence_eq_023,evidence_eq_023,证据片段023,证据片段023,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000023,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_024,evidence_eq_024,证据片段024,证据片段024,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000024,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_025,evidence_eq_025,证据片段025,证据片段025,Evidence,Evidence,CHK_EQ_000004；REL_EQ_000025,...决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等,EQ_DOC_002,CHK_EQ_000004,C07,C07,1,1,待复核,1.0
evidence_eq_026,evidence_eq_026,证据片段026,证据片段026,Evidence,Evidence,CHK_EQ_000004；REL_EQ_000026,...破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等方面的技术路径不同，同,EQ_DOC_002,CHK_EQ_000004,C07,C07,1,1,待复核,1.0
evidence_eq_027,evidence_eq_027,证据片段027,证据片段027,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000027,"...核心工程计算指标与评估物理维度指标 | 系统输入数据源格式、依赖条件与集成方式 | | --- | --- | --- | --- | | Hazus Earthquake Model (FEMA) [67, 85] | 能力谱法（C",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_028,evidence_eq_028,证据片段028,证据片段028,Evidence,Evidence,CHK_EQ_000023；REL_EQ_000028,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦",EQ_DOC_008,CHK_EQ_000023,C07,C07,1,1,待复核,1.0
evidence_eq_029,evidence_eq_029,证据片段029,证据片段029,Evidence,Evidence,CHK_EQ_000025；REL_EQ_000029,"...[91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 ",EQ_DOC_009,CHK_EQ_000025,C07,C07,1,1,待复核,1.0
evidence_eq_030,evidence_eq_030,证据片段030,证据片段030,Evidence,Evidence,CHK_EQ_000005；REL_EQ_000030,| 地震事件名称与标定编号 | 测定网络机构 | 发震时刻 (UTC/北京时间) | 测定震级 (Magnitude) | 震源深度 (km) | 震中经纬度坐标 | 震源物理机制与破裂断层特性 | | --- | --- | --- | ,EQ_DOC_002,CHK_EQ_000005,C07,C07,1,1,待复核,1.0
evidence_eq_031,evidence_eq_031,证据片段031,证据片段031,Evidence,Evidence,CHK_EQ_000005；REL_EQ_000031,| 地震事件名称与标定编号 | 测定网络机构 | 发震时刻 (UTC/北京时间) | 测定震级 (Magnitude) | 震源深度 (km) | 震中经纬度坐标 | 震源物理机制与破裂断层特性 | | --- | --- | --- | ,EQ_DOC_002,CHK_EQ_000005,C07,C07,1,1,待复核,1.0
evidence_eq_032,evidence_eq_032,证据片段032,证据片段032,Evidence,Evidence,CHK_EQ_000001；REL_EQ_000032,基于知识图谱与大语言模型的地震灾害AI防灾减灾关键技术与多源数据融合研究报告 ## 一、 引言与原始来源核验机制分析 在地震灾害的预防、减灾、应急响应及震后恢复重建过程中，构建高可信、可追溯的智能决策系统具有重要的现实意义。随着检索增强生成,EQ_DOC_001,CHK_EQ_000001,C07,C07,1,1,待复核,1.0
evidence_eq_033,evidence_eq_033,证据片段033,证据片段033,Evidence,Evidence,CHK_EQ_000004；REL_EQ_000033,## 二、 全球典型地震事件及多网源参数核验 在防灾减灾AI图谱的“地震事件（Event）”节点构建中，震源物理参数的准确性直接决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 ,EQ_DOC_002,CHK_EQ_000004,C07,C07,1,1,待复核,1.0
evidence_eq_034,evidence_eq_034,证据片段034,证据片段034,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000034,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_035,evidence_eq_035,证据片段035,证据片段035,Evidence,Evidence,CHK_EQ_000001；REL_EQ_000035,...于知识图谱与大语言模型的地震灾害AI防灾减灾关键技术与多源数据融合研究报告 ## 一、 引言与原始来源核验机制分析 在地震灾害的预防、减灾、应急响应及震后恢复重建过程中，构建高可信、可追溯的智能决策系统具有重要的现实意义。随着检索增强,EQ_DOC_001,CHK_EQ_000001,C07,C07,1,1,待复核,1.0
evidence_eq_036,evidence_eq_036,证据片段036,证据片段036,Evidence,Evidence,CHK_EQ_000010；REL_EQ_000036,"## 四、 灾后应急响应、复盘报告与人道主义需求演变 真实的震后灾后复盘（Post-Disaster Needs Assessment, PDNA）不仅是重建决策的客观基础，更是AI图谱训练大语言模型在多轮交互对话中生成逻辑自洽、证据充实之",EQ_DOC_004,CHK_EQ_000010,C07,C07,1,1,待复核,1.0
evidence_eq_037,evidence_eq_037,证据片段037,证据片段037,Evidence,Evidence,CHK_EQ_000025；REL_EQ_000037,...案) ] │ +---------------------+---------------------+ | | ▼ ▼ [ 甘肃省地震灾害应急响应 ] [ 新疆克州/宣城市等市县预案 ] - 设置一、二、三、四级梯度响应 - 创新制,EQ_DOC_009,CHK_EQ_000025,C07,C07,1,1,待复核,1.0
evidence_eq_038,evidence_eq_038,证据片段038,证据片段038,Evidence,Evidence,CHK_EQ_000001；REL_EQ_000038,...语言模型的地震灾害AI防灾减灾关键技术与多源数据融合研究报告 ## 一、 引言与原始来源核验机制分析 在地震灾害的预防、减灾、应急响应及震后恢复重建过程中，构建高可信、可追溯的智能决策系统具有重要的现实意义。随着检索增强生成技术（RA,EQ_DOC_001,CHK_EQ_000001,C07,C07,1,1,待复核,1.0
evidence_eq_039,evidence_eq_039,证据片段039,证据片段039,Evidence,Evidence,CHK_EQ_000011；REL_EQ_000039,"...6 月 39.41 暴跌至 12 月的 42.66，产生严重通胀 [43] | 受灾群众长期在避难所和临时安置点安置，电力和供水网彻底切断，恢复重建进度由于断路断电极为缓慢 [2, 45] | 废墟瓦砾多依靠灾民徒手清理回收；3%人口",EQ_DOC_004,CHK_EQ_000011,C07,C07,1,1,待复核,1.0
evidence_eq_040,evidence_eq_040,证据片段040,证据片段040,Evidence,Evidence,CHK_EQ_000010；REL_EQ_000040,"## 四、 灾后应急响应、复盘报告与人道主义需求演变 真实的震后灾后复盘（Post-Disaster Needs Assessment, PDNA）不仅是重建决策的客观基础，更是AI图谱训练大语言模型在多轮交互对话中生成逻辑自洽、证据充实之",EQ_DOC_004,CHK_EQ_000010,C07,C07,1,1,待复核,1.0
