svi_id,location_name,total_population,svi_score,poverty_pct,unemployment_pct,age65_pct,disability_pct,latitude,longitude,source_agency,source_status
06037000559,Los Angeles County fallback SVI tract 559,4674,63.33,28.0,14.1,16.2,8.0,33.359121,-118.34344100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000560,Los Angeles County fallback SVI tract 560,5614,39.17,12.6,7.3,6.6,19.6,34.591833,-117.78959,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000561,Los Angeles County fallback SVI tract 561,3831,57.93,6.2,12.3,17.3,21.8,34.560776,-117.723197,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000562,Los Angeles County fallback SVI tract 562,862,32.71,4.1,5.6,17.0,5.9,34.768355,-118.436572,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000563,Los Angeles County fallback SVI tract 563,3676,36.99,18.4,2.4,8.7,20.1,34.266819999999996,-118.80027299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000564,Los Angeles County fallback SVI tract 564,7153,47.15,12.7,5.3,15.7,13.6,33.482333000000004,-117.67255700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000565,Los Angeles County fallback SVI tract 565,1440,69.32,35.5,14.7,6.2,17.2,33.513559,-118.35264199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000566,Los Angeles County fallback SVI tract 566,1515,54.24,30.4,10.1,9.1,15.5,33.145506,-117.97237,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000567,Los Angeles County fallback SVI tract 567,1391,50.98,9.4,14.7,10.8,20.3,33.556908,-118.900939,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000568,Los Angeles County fallback SVI tract 568,5817,65.26,32.3,13.0,12.2,4.6,33.135630000000006,-117.93500200000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000569,Los Angeles County fallback SVI tract 569,1988,60.71,26.1,13.3,23.7,5.7,32.872889,-118.71379300000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000570,Los Angeles County fallback SVI tract 570,5342,62.63,18.8,13.0,13.1,21.7,34.055854000000004,-118.626745,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000571,Los Angeles County fallback SVI tract 571,2991,49.36,18.4,9.7,20.0,13.4,33.269122,-117.758446,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000572,Los Angeles County fallback SVI tract 572,4796,57.22,17.3,4.0,19.8,20.7,34.137542999999994,-118.862783,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000573,Los Angeles County fallback SVI tract 573,1957,78.2,31.1,8.6,19.3,21.8,33.545465,-118.809066,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000574,Los Angeles County fallback SVI tract 574,5113,63.96,29.7,10.4,15.3,4.3,34.041137000000006,-118.22222900000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000575,Los Angeles County fallback SVI tract 575,972,68.87,35.1,7.0,22.0,19.6,33.856497000000005,-118.763406,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000576,Los Angeles County fallback SVI tract 576,2564,48.88,34.4,1.6,11.6,9.8,34.073875,-117.997314,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000577,Los Angeles County fallback SVI tract 577,5197,49.44,13.3,14.5,10.2,17.5,34.167628,-117.775117,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000578,Los Angeles County fallback SVI tract 578,3393,70.66,26.8,13.3,16.4,14.0,32.926626999999996,-118.093687,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000579,Los Angeles County fallback SVI tract 579,2409,57.28,17.0,1.9,20.5,20.3,33.737100999999996,-117.82083399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000580,Los Angeles County fallback SVI tract 580,2860,59.73,23.7,7.7,14.5,21.8,33.170595000000006,-118.74658299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000581,Los Angeles County fallback SVI tract 581,5101,56.76,26.8,5.7,19.3,5.0,32.993528,-117.87465,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000582,Los Angeles County fallback SVI tract 582,1603,78.82,28.4,11.7,21.8,20.4,34.791825,-118.12497499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000583,Los Angeles County fallback SVI tract 583,5187,47.68,32.8,2.7,10.0,17.1,32.864599999999996,-118.555804,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000584,Los Angeles County fallback SVI tract 584,2199,40.2,4.4,5.0,11.1,16.2,33.079539000000004,-118.877326,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000585,Los Angeles County fallback SVI tract 585,5183,66.54,35.1,14.5,15.6,12.8,33.277243999999996,-117.777269,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000586,Los Angeles County fallback SVI tract 586,6635,63.75,34.9,6.6,6.7,17.1,33.705666,-117.97243399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000587,Los Angeles County fallback SVI tract 587,1322,73.83,35.6,8.7,18.1,21.8,33.764883999999995,-118.56957700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000588,Los Angeles County fallback SVI tract 588,4570,79.37,37.0,10.6,14.6,18.0,33.557478999999994,-118.45952700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000589,Los Angeles County fallback SVI tract 589,3375,44.95,18.9,10.4,8.8,9.1,34.178053999999996,-118.82960299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000590,Los Angeles County fallback SVI tract 590,5827,64.25,30.9,11.9,10.3,8.1,32.868334,-118.40454,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000591,Los Angeles County fallback SVI tract 591,1539,45.66,23.3,6.7,7.7,11.8,33.922639999999994,-117.70127400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000592,Los Angeles County fallback SVI tract 592,6405,33.89,12.5,3.9,11.9,7.5,34.319967,-117.711427,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000593,Los Angeles County fallback SVI tract 593,1026,61.22,27.3,15.6,9.2,10.7,34.519994,-117.655817,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000594,Los Angeles County fallback SVI tract 594,2987,65.33,25.6,1.6,19.9,21.8,34.647862999999994,-118.768975,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000595,Los Angeles County fallback SVI tract 595,6009,56.98,19.6,8.0,16.8,21.5,32.825978,-118.66550199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000596,Los Angeles County fallback SVI tract 596,2293,30.29,10.0,11.5,7.1,4.7,33.788872,-118.590834,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000597,Los Angeles County fallback SVI tract 597,4529,42.63,5.7,13.4,8.7,5.5,33.062779,-118.67034100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000598,Los Angeles County fallback SVI tract 598,2865,60.52,36.8,7.4,17.6,9.8,32.978553999999995,-117.66313099999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000599,Los Angeles County fallback SVI tract 599,4532,47.15,14.9,7.3,23.0,4.7,33.043985,-117.889321,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000600,Los Angeles County fallback SVI tract 600,3044,47.82,13.7,5.6,9.6,19.7,33.121935,-118.066541,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000601,Los Angeles County fallback SVI tract 601,6448,50.6,15.1,15.7,7.6,5.5,32.97089199999999,-117.93332500000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000602,Los Angeles County fallback SVI tract 602,4896,67.73,20.5,9.5,21.8,18.5,33.161556,-118.937826,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000603,Los Angeles County fallback SVI tract 603,4715,36.73,29.4,2.0,11.4,6.7,34.79034599999999,-117.861744,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000604,Los Angeles County fallback SVI tract 604,6346,33.72,9.9,3.4,16.4,16.8,34.117481,-118.42442100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000605,Los Angeles County fallback SVI tract 605,1756,68.7,28.4,10.0,19.2,8.3,33.579514,-118.88411799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000606,Los Angeles County fallback SVI tract 606,4436,46.53,9.5,6.8,11.3,16.7,34.799683,-118.48714700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000607,Los Angeles County fallback SVI tract 607,3074,62.15,23.6,2.5,18.6,21.6,33.943138,-118.706185,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000608,Los Angeles County fallback SVI tract 608,2107,66.5,25.0,13.5,5.8,21.5,33.501431000000004,-117.99774299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000609,Los Angeles County fallback SVI tract 609,6247,72.87,36.6,1.5,22.6,21.2,32.827038,-117.74109100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000610,Los Angeles County fallback SVI tract 610,1147,55.59,30.0,13.0,7.2,6.5,33.317001999999995,-118.564131,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000611,Los Angeles County fallback SVI tract 611,3728,42.99,28.7,4.0,12.4,6.5,34.349014000000004,-118.26201,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000612,Los Angeles County fallback SVI tract 612,7170,43.13,9.4,5.6,17.7,13.7,34.279360999999994,-118.186813,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000613,Los Angeles County fallback SVI tract 613,3700,70.06,18.6,14.5,19.9,19.8,32.942834,-118.40407499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000614,Los Angeles County fallback SVI tract 614,1039,73.33,31.4,11.2,12.3,17.9,34.649258999999994,-118.325051,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000615,Los Angeles County fallback SVI tract 615,1917,76.59,35.6,15.0,23.6,15.5,34.613944999999994,-118.145777,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000616,Los Angeles County fallback SVI tract 616,4653,21.86,6.4,2.7,15.1,7.6,32.839422,-118.279556,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000617,Los Angeles County fallback SVI tract 617,4144,66.36,34.1,15.7,7.2,4.3,32.816584999999996,-117.901466,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000618,Los Angeles County fallback SVI tract 618,3983,26.63,4.1,2.9,20.7,12.2,33.769796,-118.35158200000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000619,Los Angeles County fallback SVI tract 619,1990,66.49,19.4,15.3,12.8,16.3,34.433801,-117.95163400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000620,Los Angeles County fallback SVI tract 620,6182,58.6,32.0,4.0,23.0,4.4,34.792454,-118.14609700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000621,Los Angeles County fallback SVI tract 621,5286,37.83,11.1,8.3,6.0,20.1,34.348305,-118.324539,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000622,Los Angeles County fallback SVI tract 622,6803,63.5,33.5,11.9,5.2,13.5,33.037088,-118.78038799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000623,Los Angeles County fallback SVI tract 623,5813,45.38,5.6,11.3,15.5,17.0,34.655418,-118.57741700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000624,Los Angeles County fallback SVI tract 624,2588,60.76,35.2,7.0,5.6,20.6,34.160180000000004,-118.609167,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000625,Los Angeles County fallback SVI tract 625,1689,52.44,26.6,2.9,13.2,8.4,33.246034,-117.684185,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000626,Los Angeles County fallback SVI tract 626,1029,60.94,29.8,8.3,21.9,14.2,33.428771,-117.77524000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000627,Los Angeles County fallback SVI tract 627,2131,54.1,25.8,2.3,9.0,16.9,34.543105,-118.18578500000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000628,Los Angeles County fallback SVI tract 628,4584,85.68,30.9,13.9,24.0,19.2,33.870787,-118.91215199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000629,Los Angeles County fallback SVI tract 629,4255,59.63,12.1,14.6,22.8,19.5,33.713365,-118.306853,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000630,Los Angeles County fallback SVI tract 630,4836,35.1,19.0,2.9,9.0,4.3,34.514695,-118.79476299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000631,Los Angeles County fallback SVI tract 631,2469,33.11,5.7,7.8,5.8,21.4,33.590728,-118.88763100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000632,Los Angeles County fallback SVI tract 632,3814,70.83,36.5,13.5,13.5,5.6,34.677232999999994,-118.45497399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000633,Los Angeles County fallback SVI tract 633,5087,50.83,12.7,10.0,18.4,12.7,32.794846,-118.224119,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000634,Los Angeles County fallback SVI tract 634,1779,51.79,12.1,14.0,18.9,17.5,33.639261999999995,-118.14796899999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000635,Los Angeles County fallback SVI tract 635,2898,59.2,14.9,4.0,22.1,19.3,32.814021000000004,-117.67997700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000636,Los Angeles County fallback SVI tract 636,5380,36.44,13.8,3.5,5.4,11.5,34.175558,-118.55635099999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000637,Los Angeles County fallback SVI tract 637,6935,66.38,15.1,11.8,23.2,13.8,32.813511999999996,-117.91013600000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000638,Los Angeles County fallback SVI tract 638,3711,70.6,21.7,14.9,22.4,19.0,34.665580999999996,-118.30007499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000639,Los Angeles County fallback SVI tract 639,1057,80.37,23.9,13.6,23.0,20.4,33.269039,-118.742695,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000640,Los Angeles County fallback SVI tract 640,6483,59.47,28.4,12.5,8.5,7.3,33.14256399999999,-118.12656,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000641,Los Angeles County fallback SVI tract 641,3985,67.22,23.5,9.1,13.6,21.7,34.531278,-118.101902,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000642,Los Angeles County fallback SVI tract 642,4958,44.38,11.3,6.3,7.6,15.5,33.591635999999994,-118.22719500000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000643,Los Angeles County fallback SVI tract 643,5936,43.02,24.0,4.9,23.2,4.9,34.485285999999995,-118.216516,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000644,Los Angeles County fallback SVI tract 644,3783,58.91,20.0,13.3,19.4,11.1,33.065698,-118.493365,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000645,Los Angeles County fallback SVI tract 645,6127,74.91,36.4,14.7,9.9,21.5,34.641861,-118.792266,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000646,Los Angeles County fallback SVI tract 646,2877,51.67,30.7,4.5,11.3,20.0,34.399899999999995,-118.434953,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000647,Los Angeles County fallback SVI tract 647,4423,55.35,31.5,7.7,21.4,9.7,33.97416499999999,-118.091126,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000648,Los Angeles County fallback SVI tract 648,2911,47.09,6.2,10.4,19.4,5.2,34.655455,-117.87033000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000649,Los Angeles County fallback SVI tract 649,4738,53.83,17.4,13.7,10.9,5.6,34.544273,-118.18553299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000650,Los Angeles County fallback SVI tract 650,1337,51.09,18.8,14.1,14.0,8.0,33.371846999999995,-117.66622,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000651,Los Angeles County fallback SVI tract 651,5400,66.92,30.3,13.2,14.9,20.9,34.783587,-117.721799,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000652,Los Angeles County fallback SVI tract 652,3606,42.93,17.9,9.1,10.6,7.1,33.288643,-117.75949399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000653,Los Angeles County fallback SVI tract 653,5534,31.37,7.3,4.0,13.4,14.1,33.626819,-118.219424,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000654,Los Angeles County fallback SVI tract 654,4948,50.34,30.5,1.9,8.6,9.9,33.93898,-118.80529000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000655,Los Angeles County fallback SVI tract 655,1476,48.53,12.9,11.9,13.2,14.0,33.23558,-118.840301,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000656,Los Angeles County fallback SVI tract 656,1454,32.15,12.9,12.0,6.0,6.0,33.60272199999999,-118.455014,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000657,Los Angeles County fallback SVI tract 657,5064,55.11,18.6,8.3,20.7,9.5,33.358833999999995,-118.350713,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000658,Los Angeles County fallback SVI tract 658,2733,60.0,27.1,10.9,15.3,13.8,34.162228,-117.66494499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000659,Los Angeles County fallback SVI tract 659,4340,51.03,32.3,3.2,9.0,14.0,33.777526,-117.759998,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000660,Los Angeles County fallback SVI tract 660,2832,70.79,32.4,8.0,21.3,12.3,33.235366,-118.230519,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000661,Los Angeles County fallback SVI tract 661,3458,45.16,11.4,1.8,18.0,14.5,33.639748999999995,-118.46137099999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000662,Los Angeles County fallback SVI tract 662,3260,28.65,17.8,3.1,6.3,4.2,33.820027,-118.258491,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000663,Los Angeles County fallback SVI tract 663,1480,32.23,4.5,8.3,18.4,4.8,32.976268999999995,-118.659301,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000664,Los Angeles County fallback SVI tract 664,2133,51.02,19.2,13.3,15.9,7.1,33.126326,-118.07104799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000665,Los Angeles County fallback SVI tract 665,6632,53.09,37.8,4.0,22.8,4.6,34.387786999999996,-118.508027,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000666,Los Angeles County fallback SVI tract 666,3192,55.4,19.3,10.2,11.1,12.1,33.794385999999996,-118.427018,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000667,Los Angeles County fallback SVI tract 667,4587,36.18,7.1,8.8,14.2,17.8,33.987331,-118.354527,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000668,Los Angeles County fallback SVI tract 668,6987,42.94,13.4,9.1,12.6,17.5,34.780813,-118.489073,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000669,Los Angeles County fallback SVI tract 669,6630,47.18,12.5,9.0,21.4,8.4,33.781251999999995,-118.34888000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000670,Los Angeles County fallback SVI tract 670,3508,39.3,4.2,10.7,15.2,20.2,34.332899999999995,-118.758456,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000671,Los Angeles County fallback SVI tract 671,3790,43.17,26.1,2.6,5.8,18.5,33.38018099999999,-118.489179,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000672,Los Angeles County fallback SVI tract 672,6796,72.98,37.9,5.7,12.4,20.6,34.24094,-118.500483,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000673,Los Angeles County fallback SVI tract 673,2924,72.47,25.4,11.4,19.2,20.3,33.682239,-118.440814,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000674,Los Angeles County fallback SVI tract 674,1333,47.34,32.1,1.6,17.6,4.6,34.739777999999994,-117.88477499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000675,Los Angeles County fallback SVI tract 675,2353,42.63,12.4,4.6,15.6,19.0,33.47347799999999,-118.37297899999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000676,Los Angeles County fallback SVI tract 676,6651,64.06,34.5,3.5,23.9,5.6,33.059443,-118.92774100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000677,Los Angeles County fallback SVI tract 677,1558,39.73,19.2,2.1,13.6,13.7,34.801476,-118.80297700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000678,Los Angeles County fallback SVI tract 678,3749,54.8,17.7,9.2,15.5,21.6,33.871609,-117.852846,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000679,Los Angeles County fallback SVI tract 679,2956,34.89,3.2,8.6,13.9,14.9,33.363811,-118.80822799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000680,Los Angeles County fallback SVI tract 680,3932,62.83,30.0,13.9,16.7,13.7,33.551481,-118.74486300000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000681,Los Angeles County fallback SVI tract 681,4017,38.4,29.4,6.9,6.1,5.7,33.927873999999996,-118.551152,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000682,Los Angeles County fallback SVI tract 682,3109,65.11,24.8,12.5,20.8,15.0,33.469761999999996,-117.82908,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000683,Los Angeles County fallback SVI tract 683,2387,32.04,14.9,5.3,7.3,13.6,33.834790999999996,-118.238547,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000684,Los Angeles County fallback SVI tract 684,4003,46.9,21.2,7.6,7.3,6.5,34.537101,-118.44360200000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000685,Los Angeles County fallback SVI tract 685,3738,25.03,6.7,4.8,15.1,5.2,33.411652,-118.406844,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000686,Los Angeles County fallback SVI tract 686,3933,71.61,32.8,14.7,11.6,17.5,33.346776,-118.11686,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000687,Los Angeles County fallback SVI tract 687,4930,45.34,14.3,10.0,11.2,13.1,33.803458,-118.531726,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000688,Los Angeles County fallback SVI tract 688,6405,39.67,4.2,13.8,14.6,5.5,34.162032,-118.17174,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000689,Los Angeles County fallback SVI tract 689,1062,65.35,18.5,15.2,21.7,10.2,32.756499,-118.323923,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000690,Los Angeles County fallback SVI tract 690,4211,63.19,21.4,13.9,24.0,16.8,33.690802,-118.044649,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000691,Los Angeles County fallback SVI tract 691,4357,42.72,4.1,3.5,21.5,18.4,34.001732999999994,-118.30694799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000692,Los Angeles County fallback SVI tract 692,2736,32.62,6.5,7.7,8.5,13.3,34.235112,-117.950904,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000693,Los Angeles County fallback SVI tract 693,1727,66.3,34.5,13.9,7.0,14.7,34.656402,-117.925521,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000694,Los Angeles County fallback SVI tract 694,3638,41.51,18.9,1.9,10.6,12.5,33.717971,-118.32885900000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000695,Los Angeles County fallback SVI tract 695,6496,55.85,10.2,10.7,22.5,8.3,33.013011,-118.504153,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000696,Los Angeles County fallback SVI tract 696,2941,57.41,23.7,5.0,18.9,15.4,33.796279,-117.676962,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000697,Los Angeles County fallback SVI tract 697,6495,47.48,19.1,2.2,14.8,12.9,34.133946,-118.29652100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000698,Los Angeles County fallback SVI tract 698,1368,40.97,27.6,1.6,9.5,9.2,32.85422,-117.711264,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000699,Los Angeles County fallback SVI tract 699,6451,59.23,31.9,13.4,10.1,12.2,34.575604999999996,-118.316392,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000700,Los Angeles County fallback SVI tract 700,3167,39.87,10.5,6.8,11.5,21.3,33.850611,-118.43984800000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000701,Los Angeles County fallback SVI tract 701,3959,46.5,23.0,8.8,8.6,10.5,33.482029,-118.45854999999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000702,Los Angeles County fallback SVI tract 702,865,40.14,7.2,4.4,18.3,12.5,33.386165999999996,-118.665372,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000703,Los Angeles County fallback SVI tract 703,4790,55.2,22.0,11.3,14.9,14.7,34.747307,-117.884205,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000704,Los Angeles County fallback SVI tract 704,4923,43.64,26.2,2.0,7.1,14.9,32.917534,-118.869581,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000705,Los Angeles County fallback SVI tract 705,7073,56.21,25.1,3.8,20.1,13.7,34.321929,-118.512933,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000706,Los Angeles County fallback SVI tract 706,1981,58.07,14.1,7.5,16.7,19.3,33.320524999999996,-118.157132,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000707,Los Angeles County fallback SVI tract 707,2486,48.27,3.1,10.6,14.3,17.7,33.38515699999999,-117.67424799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
