resource_id,resource_name,resource_type,address,city,latitude,longitude,source_agency,source_status
169,Fallback Fire/EMS Station 169,fire_ems,7673 Example Ave,Santa Monica,34.099247,-117.930502,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
170,Fallback Fire/EMS Station 170,fire_ems,3133 Example Ave,Burbank,33.845617,-118.567099,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
171,Fallback Fire/EMS Station 171,fire_ems,1119 Example Ave,Burbank,34.239237,-118.746744,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
172,Fallback Fire/EMS Station 172,fire_ems,7233 Example Ave,Pomona,34.10485,-117.915583,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
173,Fallback Fire/EMS Station 173,fire_ems,1171 Example Ave,Pasadena,34.541764,-118.171912,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
174,Fallback Fire/EMS Station 174,fire_ems,8492 Example Ave,Long Beach,34.130823,-118.704432,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
1,Fallback Hospital or Medical Center 001,hospital,1633 Example Ave,Burbank,34.389791,-118.659171,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
2,Fallback Hospital or Medical Center 002,hospital,4309 Example Ave,Burbank,33.951453,-118.546981,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
3,Fallback Hospital or Medical Center 003,hospital,9906 Example Ave,Burbank,34.425078,-117.865872,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
4,Fallback Hospital or Medical Center 004,hospital,4699 Example Ave,Pasadena,34.266546,-118.692886,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
5,Fallback Hospital or Medical Center 005,hospital,3201 Example Ave,Glendale,33.795183,-118.190198,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
6,Fallback Hospital or Medical Center 006,hospital,7405 Example Ave,Pasadena,33.708587,-117.810014,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
7,Fallback Hospital or Medical Center 007,hospital,3483 Example Ave,Burbank,34.435282,-117.808979,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
8,Fallback Hospital or Medical Center 008,hospital,4088 Example Ave,Whittier,33.702509,-118.121838,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
9,Fallback Hospital or Medical Center 009,hospital,9129 Example Ave,Glendale,33.797996,-117.959708,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
10,Fallback Hospital or Medical Center 010,hospital,961 Example Ave,Lancaster,33.866747,-117.81505,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
11,Fallback Hospital or Medical Center 011,hospital,2698 Example Ave,Pasadena,34.228492,-118.472748,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
12,Fallback Hospital or Medical Center 012,hospital,7831 Example Ave,Santa Monica,34.169837,-117.865532,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
13,Fallback Hospital or Medical Center 013,hospital,5251 Example Ave,Whittier,33.751079,-118.233753,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
14,Fallback Hospital or Medical Center 014,hospital,511 Example Ave,Long Beach,34.489422,-118.122172,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
15,Fallback Hospital or Medical Center 015,hospital,1485 Example Ave,Whittier,34.24954,-118.074935,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
16,Fallback Hospital or Medical Center 016,hospital,3591 Example Ave,Torrance,34.196979,-118.719806,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
17,Fallback Hospital or Medical Center 017,hospital,3157 Example Ave,Torrance,33.867516,-118.007378,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
18,Fallback Hospital or Medical Center 018,hospital,2542 Example Ave,Pasadena,34.34565,-118.580988,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
19,Fallback Hospital or Medical Center 019,hospital,6705 Example Ave,Pasadena,34.47018,-118.337225,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
20,Fallback Hospital or Medical Center 020,hospital,4988 Example Ave,Burbank,34.032844,-118.459584,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
21,Fallback Hospital or Medical Center 021,hospital,8781 Example Ave,Burbank,33.99356,-118.005706,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
22,Fallback Hospital or Medical Center 022,hospital,8069 Example Ave,Pomona,33.70575,-118.7204,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
23,Fallback Hospital or Medical Center 023,hospital,9332 Example Ave,Pasadena,33.931059,-118.505914,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
24,Fallback Hospital or Medical Center 024,hospital,3162 Example Ave,Lancaster,34.535301,-118.564347,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
25,Fallback Hospital or Medical Center 025,hospital,6708 Example Ave,Lancaster,34.385454,-117.935209,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
26,Fallback Hospital or Medical Center 026,hospital,3432 Example Ave,Pomona,33.964499,-118.145451,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
27,Fallback Hospital or Medical Center 027,hospital,205 Example Ave,Lancaster,33.995882,-117.762492,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
28,Fallback Hospital or Medical Center 028,hospital,8239 Example Ave,Torrance,34.009142,-118.23203,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
29,Fallback Hospital or Medical Center 029,hospital,1686 Example Ave,Pasadena,34.043197,-117.880961,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
30,Fallback Hospital or Medical Center 030,hospital,6368 Example Ave,Whittier,33.880095,-118.651917,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
31,Fallback Hospital or Medical Center 031,hospital,5278 Example Ave,Whittier,33.855816,-118.664552,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
32,Fallback Hospital or Medical Center 032,hospital,4051 Example Ave,Pomona,33.7135,-117.853214,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
33,Fallback Hospital or Medical Center 033,hospital,8183 Example Ave,Lancaster,34.081015,-118.620358,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
34,Fallback Hospital or Medical Center 034,hospital,8728 Example Ave,Pasadena,34.261025,-118.227158,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
35,Fallback Hospital or Medical Center 035,hospital,7168 Example Ave,Glendale,34.279781,-118.154423,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
36,Fallback Hospital or Medical Center 036,hospital,7097 Example Ave,Santa Monica,33.853409,-117.755539,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
37,Fallback Hospital or Medical Center 037,hospital,7926 Example Ave,Glendale,34.37677,-118.427076,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
38,Fallback Hospital or Medical Center 038,hospital,4269 Example Ave,Burbank,34.532493,-118.551012,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
39,Fallback Hospital or Medical Center 039,hospital,5523 Example Ave,Lancaster,34.128722,-118.528946,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
40,Fallback Hospital or Medical Center 040,hospital,4403 Example Ave,Santa Monica,34.389503,-118.090632,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
41,Fallback Hospital or Medical Center 041,hospital,4102 Example Ave,Pomona,34.358742,-118.104095,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
42,Fallback Hospital or Medical Center 042,hospital,1242 Example Ave,Long Beach,34.049322,-118.059486,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
43,Fallback Hospital or Medical Center 043,hospital,8529 Example Ave,Pasadena,34.5221,-118.030364,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
44,Fallback Hospital or Medical Center 044,hospital,6577 Example Ave,Whittier,34.520719,-118.127408,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
45,Fallback Hospital or Medical Center 045,hospital,7573 Example Ave,Pasadena,34.475071,-118.132889,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
46,Fallback Hospital or Medical Center 046,hospital,5535 Example Ave,Pomona,34.131021,-118.511165,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
47,Fallback Hospital or Medical Center 047,hospital,744 Example Ave,Pasadena,33.746836,-118.66902,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
48,Fallback Hospital or Medical Center 048,hospital,3215 Example Ave,Burbank,33.879906,-118.596668,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
49,Fallback Hospital or Medical Center 049,hospital,1889 Example Ave,Los Angeles,34.372811,-117.850721,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
50,Fallback Hospital or Medical Center 050,hospital,6166 Example Ave,Pasadena,34.425748,-117.944662,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
51,Fallback Hospital or Medical Center 051,hospital,2414 Example Ave,Torrance,34.283554,-118.227796,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
52,Fallback Hospital or Medical Center 052,hospital,7482 Example Ave,Whittier,33.851546,-118.119691,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
53,Fallback Hospital or Medical Center 053,hospital,7046 Example Ave,Los Angeles,33.8934,-117.87388,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
54,Fallback Hospital or Medical Center 054,hospital,1888 Example Ave,Whittier,34.545001,-118.035338,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
55,Fallback Hospital or Medical Center 055,hospital,8998 Example Ave,Torrance,34.032871,-118.491157,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
56,Fallback Hospital or Medical Center 056,hospital,6603 Example Ave,Torrance,33.99769,-117.998521,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
57,Fallback Hospital or Medical Center 057,hospital,7676 Example Ave,Glendale,34.205659,-117.765259,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
58,Fallback Hospital or Medical Center 058,hospital,412 Example Ave,Los Angeles,33.70383,-118.323228,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
59,Fallback Hospital or Medical Center 059,hospital,5295 Example Ave,Burbank,34.422006,-118.507175,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
60,Fallback Hospital or Medical Center 060,hospital,4753 Example Ave,Lancaster,34.445114,-118.729513,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
61,Fallback Hospital or Medical Center 061,hospital,8624 Example Ave,Los Angeles,34.058457,-117.86833,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
62,Fallback Hospital or Medical Center 062,hospital,278 Example Ave,Pasadena,33.870415,-117.78113,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
63,Fallback Hospital or Medical Center 063,hospital,133 Example Ave,Lancaster,34.239043,-118.360756,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
64,Fallback Hospital or Medical Center 064,hospital,5899 Example Ave,Pasadena,34.08684,-117.797781,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
65,Fallback Hospital or Medical Center 065,hospital,5082 Example Ave,Pasadena,33.721599,-118.453111,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
66,Fallback Hospital or Medical Center 066,hospital,4458 Example Ave,Burbank,33.875304,-117.992949,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
67,Fallback Hospital or Medical Center 067,hospital,8197 Example Ave,Lancaster,33.989138,-118.18453,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
68,Fallback Hospital or Medical Center 068,hospital,3057 Example Ave,Whittier,33.715562,-118.652638,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
69,Fallback Hospital or Medical Center 069,hospital,9846 Example Ave,Lancaster,34.342459,-118.326911,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
70,Fallback Hospital or Medical Center 070,hospital,9428 Example Ave,Torrance,33.742122,-118.727337,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
71,Fallback Hospital or Medical Center 071,hospital,2475 Example Ave,Glendale,33.787912,-117.948026,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
72,Fallback Hospital or Medical Center 072,hospital,2139 Example Ave,Torrance,33.79358,-118.304348,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
73,Fallback Hospital or Medical Center 073,hospital,3892 Example Ave,Pasadena,34.368458,-118.666523,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
74,Fallback Hospital or Medical Center 074,hospital,7825 Example Ave,Lancaster,34.238961,-118.436424,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
75,Fallback Hospital or Medical Center 075,hospital,7846 Example Ave,Long Beach,33.769453,-118.716926,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
76,Fallback Hospital or Medical Center 076,hospital,6539 Example Ave,Pomona,34.264646,-118.168306,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
77,Fallback Hospital or Medical Center 077,hospital,3928 Example Ave,Whittier,34.295155,-117.993803,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
78,Fallback Hospital or Medical Center 078,hospital,9706 Example Ave,Long Beach,33.971012,-118.056004,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
79,Fallback Hospital or Medical Center 079,hospital,2728 Example Ave,Whittier,33.80108,-118.555213,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
80,Fallback Hospital or Medical Center 080,hospital,7828 Example Ave,Santa Monica,34.385148,-117.779326,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
81,Fallback Hospital or Medical Center 081,hospital,8432 Example Ave,Pomona,33.78664,-118.185721,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
82,Fallback Hospital or Medical Center 082,hospital,8635 Example Ave,Glendale,34.365862,-118.491946,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
83,Fallback Hospital or Medical Center 083,hospital,439 Example Ave,Pasadena,34.437519,-118.584062,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
84,Fallback Hospital or Medical Center 084,hospital,9950 Example Ave,Long Beach,33.984069,-118.082081,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
85,Fallback Hospital or Medical Center 085,hospital,9364 Example Ave,Pasadena,33.957064,-118.516752,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
86,Fallback Hospital or Medical Center 086,hospital,4214 Example Ave,Glendale,34.135475,-118.552255,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
87,Fallback Hospital or Medical Center 087,hospital,791 Example Ave,Lancaster,34.085678,-118.377696,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
88,Fallback Hospital or Medical Center 088,hospital,4624 Example Ave,Lancaster,34.489004,-118.506333,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
89,Fallback Hospital or Medical Center 089,hospital,8373 Example Ave,Lancaster,34.333898,-118.46657,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
90,Fallback Hospital or Medical Center 090,hospital,9491 Example Ave,Lancaster,34.465368,-118.633939,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
91,Fallback Hospital or Medical Center 091,hospital,653 Example Ave,Pomona,33.855721,-118.268088,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
92,Fallback Hospital or Medical Center 092,hospital,5507 Example Ave,Torrance,34.424903,-118.530491,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
93,Fallback Hospital or Medical Center 093,hospital,838 Example Ave,Los Angeles,33.886149,-118.124757,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
94,Fallback Hospital or Medical Center 094,hospital,6015 Example Ave,Los Angeles,33.700516,-118.064986,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
95,Fallback Hospital or Medical Center 095,hospital,3868 Example Ave,Glendale,34.11248,-118.111317,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
96,Fallback Hospital or Medical Center 096,hospital,6981 Example Ave,Pomona,34.358794,-118.315353,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
97,Fallback Hospital or Medical Center 097,hospital,1030 Example Ave,Glendale,34.155883,-118.737266,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
98,Fallback Hospital or Medical Center 098,hospital,6113 Example Ave,Lancaster,33.888045,-118.18815,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
99,Fallback Hospital or Medical Center 099,hospital,553 Example Ave,Lancaster,34.277104,-118.086922,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
100,Fallback Hospital or Medical Center 100,hospital,6773 Example Ave,Burbank,34.342231,-117.991857,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
101,Fallback Hospital or Medical Center 101,hospital,4427 Example Ave,Torrance,34.479621,-117.7639,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
102,Fallback Hospital or Medical Center 102,hospital,3523 Example Ave,Los Angeles,34.517795,-118.45394,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
103,Fallback Hospital or Medical Center 103,hospital,5379 Example Ave,Whittier,33.75878,-117.803918,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
104,Fallback Hospital or Medical Center 104,hospital,5281 Example Ave,Burbank,34.073312,-118.635722,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
105,Fallback Hospital or Medical Center 105,hospital,4623 Example Ave,Pasadena,34.165712,-118.591609,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
106,Fallback Hospital or Medical Center 106,hospital,1668 Example Ave,Glendale,34.278249,-118.02468,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
107,Fallback Hospital or Medical Center 107,hospital,3101 Example Ave,Torrance,34.010235,-118.709216,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
108,Fallback Hospital or Medical Center 108,hospital,8428 Example Ave,Burbank,34.346194,-118.339673,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
109,Fallback Hospital or Medical Center 109,hospital,9916 Example Ave,Whittier,33.895441,-118.185118,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
110,Fallback Hospital or Medical Center 110,hospital,3859 Example Ave,Pasadena,34.483231,-118.304971,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
111,Fallback Hospital or Medical Center 111,hospital,1399 Example Ave,Santa Monica,34.32185,-118.151497,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
112,Fallback Hospital or Medical Center 112,hospital,2648 Example Ave,Los Angeles,34.389067,-118.37469,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
113,Fallback Hospital or Medical Center 113,hospital,4538 Example Ave,Long Beach,34.360999,-118.317985,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
114,Fallback Hospital or Medical Center 114,hospital,3215 Example Ave,Pasadena,34.349107,-118.727047,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
115,Fallback Hospital or Medical Center 115,hospital,2713 Example Ave,Lancaster,34.291825,-118.567978,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
116,Fallback Hospital or Medical Center 116,hospital,7705 Example Ave,Pomona,34.444313,-117.847574,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
117,Fallback Hospital or Medical Center 117,hospital,5995 Example Ave,Burbank,33.740236,-117.94546,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
118,Fallback Hospital or Medical Center 118,hospital,1166 Example Ave,Torrance,34.080394,-117.854965,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
119,Fallback Hospital or Medical Center 119,hospital,8010 Example Ave,Glendale,34.08197,-118.324431,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
120,Fallback Hospital or Medical Center 120,hospital,5119 Example Ave,Lancaster,34.154875,-118.546164,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
121,Fallback Hospital or Medical Center 121,hospital,1547 Example Ave,Santa Monica,34.263587,-118.512908,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
122,Fallback Hospital or Medical Center 122,hospital,9841 Example Ave,Long Beach,34.153545,-118.557126,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
123,Fallback Hospital or Medical Center 123,hospital,5241 Example Ave,Pomona,33.901136,-118.735596,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
124,Fallback Hospital or Medical Center 124,hospital,6860 Example Ave,Torrance,33.804606,-118.106841,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
125,Fallback Hospital or Medical Center 125,hospital,1735 Example Ave,Santa Monica,33.724094,-118.692854,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
126,Fallback Hospital or Medical Center 126,hospital,3143 Example Ave,Santa Monica,34.225174,-118.749293,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
127,Fallback Hospital or Medical Center 127,hospital,1837 Example Ave,Glendale,34.078919,-118.634635,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
128,Fallback Hospital or Medical Center 128,hospital,2093 Example Ave,Whittier,34.421175,-118.638444,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
129,Fallback Hospital or Medical Center 129,hospital,5842 Example Ave,Pasadena,34.032389,-118.093908,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
130,Fallback Hospital or Medical Center 130,hospital,6513 Example Ave,Long Beach,33.857116,-117.941311,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
131,Fallback Hospital or Medical Center 131,hospital,8392 Example Ave,Lancaster,33.879103,-118.542171,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
132,Fallback Hospital or Medical Center 132,hospital,1652 Example Ave,Los Angeles,33.894308,-117.97561,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
133,Fallback Hospital or Medical Center 133,hospital,3540 Example Ave,Lancaster,34.303748,-118.124488,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
134,Fallback Hospital or Medical Center 134,hospital,3946 Example Ave,Burbank,34.116366,-117.794466,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
135,Fallback Hospital or Medical Center 135,hospital,8045 Example Ave,Lancaster,34.109701,-118.00155,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
136,Fallback Hospital or Medical Center 136,hospital,6552 Example Ave,Torrance,33.755602,-118.269987,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
137,Fallback Hospital or Medical Center 137,hospital,7388 Example Ave,Pasadena,33.918386,-118.383439,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
138,Fallback Hospital or Medical Center 138,hospital,6947 Example Ave,Pasadena,33.754834,-118.499097,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
139,Fallback Hospital or Medical Center 139,hospital,8537 Example Ave,Whittier,33.874832,-118.569045,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
140,Fallback Hospital or Medical Center 140,hospital,8214 Example Ave,Lancaster,33.752403,-117.969511,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
141,Fallback Hospital or Medical Center 141,hospital,3355 Example Ave,Glendale,34.171062,-118.584475,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
142,Fallback Hospital or Medical Center 142,hospital,8766 Example Ave,Long Beach,33.897278,-118.158186,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
143,Fallback Hospital or Medical Center 143,hospital,1169 Example Ave,Pomona,33.927612,-118.132524,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
144,Fallback Hospital or Medical Center 144,hospital,5779 Example Ave,Glendale,34.264991,-117.809914,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
145,Fallback Hospital or Medical Center 145,hospital,5833 Example Ave,Santa Monica,34.210814,-118.49231,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
146,Fallback Hospital or Medical Center 146,hospital,7816 Example Ave,Los Angeles,33.776513,-118.542097,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
147,Fallback Hospital or Medical Center 147,hospital,1507 Example Ave,Santa Monica,34.336661,-118.350385,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
148,Fallback Hospital or Medical Center 148,hospital,9579 Example Ave,Torrance,34.104453,-118.211789,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
149,Fallback Hospital or Medical Center 149,hospital,8893 Example Ave,Pasadena,34.207909,-118.749366,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
150,Fallback Hospital or Medical Center 150,hospital,2609 Example Ave,Pasadena,34.173093,-117.807712,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
151,Fallback Hospital or Medical Center 151,hospital,7123 Example Ave,Lancaster,34.431269,-118.560203,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
152,Fallback Hospital or Medical Center 152,hospital,3891 Example Ave,Pasadena,34.429789,-117.75343,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
153,Fallback Hospital or Medical Center 153,hospital,519 Example Ave,Glendale,34.20592,-118.281353,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
154,Fallback Hospital or Medical Center 154,hospital,2015 Example Ave,Burbank,34.359314,-118.646233,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
155,Fallback Hospital or Medical Center 155,hospital,6785 Example Ave,Whittier,33.756738,-118.663692,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
156,Fallback Hospital or Medical Center 156,hospital,4478 Example Ave,Whittier,33.753859,-117.79142,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
157,Fallback Hospital or Medical Center 157,hospital,8545 Example Ave,Torrance,34.485703,-118.715607,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
158,Fallback Hospital or Medical Center 158,hospital,7418 Example Ave,Los Angeles,34.414244,-118.565451,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
159,Fallback Hospital or Medical Center 159,hospital,6177 Example Ave,Glendale,34.443879,-118.606307,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
160,Fallback Hospital or Medical Center 160,hospital,3535 Example Ave,Whittier,34.112574,-118.700427,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
161,Fallback Hospital or Medical Center 161,hospital,3910 Example Ave,Whittier,34.115184,-117.880466,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
162,Fallback Hospital or Medical Center 162,hospital,5650 Example Ave,Burbank,33.904365,-117.967143,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
163,Fallback Hospital or Medical Center 163,hospital,2993 Example Ave,Long Beach,34.073246,-118.447366,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
164,Fallback Hospital or Medical Center 164,hospital,2678 Example Ave,Santa Monica,33.836654,-118.358217,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
165,Fallback Hospital or Medical Center 165,hospital,7265 Example Ave,Whittier,34.045919,-118.372868,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
