image,damage_level,building_count,area_m2
hurricane-harvey_00000163,完全损毁,0,0.0
hurricane-harvey_00000164,完好,0,0.0
hurricane-harvey_00000164,轻微损毁,0,0.0
hurricane-harvey_00000164,严重损毁,0,0.0
hurricane-harvey_00000164,完全损毁,0,0.0
hurricane-harvey_00000166,完好,0,0.0
hurricane-harvey_00000166,轻微损毁,0,0.0
hurricane-harvey_00000166,严重损毁,0,0.0
hurricane-harvey_00000166,完全损毁,0,0.0
hurricane-harvey_00000173,完好,79,42983.0
hurricane-harvey_00000173,轻微损毁,0,0.0
hurricane-harvey_00000173,严重损毁,0,0.0
hurricane-harvey_00000173,完全损毁,0,0.0
hurricane-harvey_00000179,完好,195,61046.0
hurricane-harvey_00000179,轻微损毁,0,0.0
hurricane-harvey_00000179,严重损毁,0,0.0
hurricane-harvey_00000179,完全损毁,0,0.0
hurricane-harvey_00000182,完好,0,0.0
hurricane-harvey_00000182,轻微损毁,0,0.0
hurricane-harvey_00000182,严重损毁,2,234.0
hurricane-harvey_00000182,完全损毁,0,0.0
hurricane-harvey_00000185,完好,0,0.0
hurricane-harvey_00000185,轻微损毁,0,0.0
hurricane-harvey_00000185,严重损毁,3,729.0
hurricane-harvey_00000185,完全损毁,1,24.0
hurricane-harvey_00000186,完好,0,0.0
hurricane-harvey_00000186,轻微损毁,0,0.0
hurricane-harvey_00000186,严重损毁,0,0.0
hurricane-harvey_00000186,完全损毁,0,0.0
hurricane-harvey_00000191,完好,163,44516.0
hurricane-harvey_00000191,轻微损毁,0,0.0
hurricane-harvey_00000191,严重损毁,0,0.0
hurricane-harvey_00000191,完全损毁,0,0.0
hurricane-harvey_00000192,完好,8,2424.0
hurricane-harvey_00000192,轻微损毁,0,0.0
hurricane-harvey_00000192,严重损毁,0,0.0
hurricane-harvey_00000192,完全损毁,0,0.0
hurricane-harvey_00000202,完好,2,820.0
hurricane-harvey_00000202,轻微损毁,24,8666.0
hurricane-harvey_00000202,严重损毁,66,33024.0
hurricane-harvey_00000202,完全损毁,0,0.0
hurricane-harvey_00000211,完好,3,1737.0
hurricane-harvey_00000211,轻微损毁,0,0.0
hurricane-harvey_00000211,严重损毁,0,0.0
hurricane-harvey_00000211,完全损毁,0,0.0
hurricane-harvey_00000223,完好,164,65407.0
hurricane-harvey_00000223,轻微损毁,0,0.0
hurricane-harvey_00000223,严重损毁,0,0.0
hurricane-harvey_00000223,完全损毁,0,0.0
hurricane-harvey_00000225,完好,0,0.0
hurricane-harvey_00000225,轻微损毁,5,563.0
hurricane-harvey_00000225,严重损毁,11,1882.0
hurricane-harvey_00000225,完全损毁,0,0.0
hurricane-harvey_00000227,完好,2,54.0
hurricane-harvey_00000227,轻微损毁,0,0.0
hurricane-harvey_00000227,严重损毁,0,0.0
hurricane-harvey_00000227,完全损毁,0,0.0
hurricane-harvey_00000230,完好,7,2332.0
hurricane-harvey_00000230,轻微损毁,4,1824.0
hurricane-harvey_00000230,严重损毁,1,16.0
hurricane-harvey_00000230,完全损毁,0,0.0
hurricane-harvey_00000246,完好,0,0.0
hurricane-harvey_00000246,轻微损毁,0,0.0
hurricane-harvey_00000246,严重损毁,0,0.0
hurricane-harvey_00000246,完全损毁,0,0.0
hurricane-harvey_00000250,完好,107,34463.0
hurricane-harvey_00000250,轻微损毁,2,675.0
hurricane-harvey_00000250,严重损毁,1,119.0
hurricane-harvey_00000250,完全损毁,0,0.0
hurricane-harvey_00000252,完好,38,12226.0
hurricane-harvey_00000252,轻微损毁,8,1826.0
hurricane-harvey_00000252,严重损毁,1,363.0
hurricane-harvey_00000252,完全损毁,0,0.0
hurricane-harvey_00000254,完好,0,0.0
hurricane-harvey_00000254,轻微损毁,0,0.0
hurricane-harvey_00000254,严重损毁,0,0.0
hurricane-harvey_00000254,完全损毁,0,0.0
hurricane-harvey_00000259,完好,0,0.0
hurricane-harvey_00000259,轻微损毁,0,0.0
hurricane-harvey_00000259,严重损毁,0,0.0
hurricane-harvey_00000259,完全损毁,0,0.0
hurricane-harvey_00000276,完好,0,0.0
hurricane-harvey_00000276,轻微损毁,2,282.0
hurricane-harvey_00000276,严重损毁,3,269.0
hurricane-harvey_00000276,完全损毁,0,0.0
hurricane-harvey_00000283,完好,0,0.0
hurricane-harvey_00000283,轻微损毁,0,0.0
hurricane-harvey_00000283,严重损毁,0,0.0
hurricane-harvey_00000283,完全损毁,0,0.0
hurricane-harvey_00000287,完好,36,21384.0
hurricane-harvey_00000287,轻微损毁,0,0.0
hurricane-harvey_00000287,严重损毁,0,0.0
hurricane-harvey_00000287,完全损毁,1,121.0
hurricane-harvey_00000294,完好,0,0.0
hurricane-harvey_00000294,轻微损毁,0,0.0
hurricane-harvey_00000294,严重损毁,0,0.0
hurricane-harvey_00000294,完全损毁,0,0.0
hurricane-harvey_00000297,完好,94,27949.0
hurricane-harvey_00000297,轻微损毁,0,0.0
hurricane-harvey_00000297,严重损毁,0,0.0
hurricane-harvey_00000297,完全损毁,0,0.0
hurricane-harvey_00000298,完好,0,0.0
hurricane-harvey_00000298,轻微损毁,0,0.0
hurricane-harvey_00000298,严重损毁,0,0.0
hurricane-harvey_00000298,完全损毁,0,0.0
hurricane-harvey_00000301,完好,1,25.0
hurricane-harvey_00000301,轻微损毁,0,0.0
hurricane-harvey_00000301,严重损毁,1,124.0
hurricane-harvey_00000301,完全损毁,0,0.0
hurricane-harvey_00000303,完好,7,3340.0
hurricane-harvey_00000303,轻微损毁,3,193.0
hurricane-harvey_00000303,严重损毁,4,821.0
hurricane-harvey_00000303,完全损毁,0,0.0
hurricane-harvey_00000304,完好,2,82.0
hurricane-harvey_00000304,轻微损毁,4,274.0
hurricane-harvey_00000304,严重损毁,3,110.0
hurricane-harvey_00000304,完全损毁,0,0.0
hurricane-harvey_00000305,完好,7,1040.0
hurricane-harvey_00000305,轻微损毁,2,1018.0
hurricane-harvey_00000305,严重损毁,0,0.0
hurricane-harvey_00000305,完全损毁,1,49.0
hurricane-harvey_00000308,完好,3,158.0
hurricane-harvey_00000308,轻微损毁,0,0.0
hurricane-harvey_00000308,严重损毁,0,0.0
hurricane-harvey_00000308,完全损毁,0,0.0
hurricane-harvey_00000310,完好,0,0.0
hurricane-harvey_00000310,轻微损毁,0,0.0
hurricane-harvey_00000310,严重损毁,0,0.0
hurricane-harvey_00000310,完全损毁,0,0.0
hurricane-harvey_00000314,完好,0,0.0
hurricane-harvey_00000314,轻微损毁,0,0.0
hurricane-harvey_00000314,严重损毁,0,0.0
hurricane-harvey_00000314,完全损毁,0,0.0
hurricane-harvey_00000324,完好,0,0.0
hurricane-harvey_00000324,轻微损毁,0,0.0
hurricane-harvey_00000324,严重损毁,0,0.0
hurricane-harvey_00000324,完全损毁,0,0.0
hurricane-harvey_00000326,完好,1,893.0
hurricane-harvey_00000326,轻微损毁,2,1216.0
hurricane-harvey_00000326,严重损毁,1,328.0
hurricane-harvey_00000326,完全损毁,0,0.0
hurricane-harvey_00000328,完好,35,19214.0
hurricane-harvey_00000328,轻微损毁,1,272.0
hurricane-harvey_00000328,严重损毁,0,0.0
hurricane-harvey_00000328,完全损毁,1,27.0
hurricane-harvey_00000331,完好,1,20.0
hurricane-harvey_00000331,轻微损毁,2,163.0
hurricane-harvey_00000331,严重损毁,0,0.0
hurricane-harvey_00000331,完全损毁,0,0.0
hurricane-harvey_00000339,完好,2,138.0
hurricane-harvey_00000339,轻微损毁,1,39.0
hurricane-harvey_00000339,严重损毁,0,0.0
hurricane-harvey_00000339,完全损毁,0,0.0
hurricane-harvey_00000340,完好,85,24724.0
hurricane-harvey_00000340,轻微损毁,7,1582.0
hurricane-harvey_00000340,严重损毁,0,0.0
hurricane-harvey_00000340,完全损毁,0,0.0
hurricane-harvey_00000341,完好,0,0.0
hurricane-harvey_00000341,轻微损毁,0,0.0
hurricane-harvey_00000341,严重损毁,0,0.0
hurricane-harvey_00000341,完全损毁,1,16.0
hurricane-harvey_00000342,完好,0,0.0
hurricane-harvey_00000342,轻微损毁,0,0.0
hurricane-harvey_00000342,严重损毁,0,0.0
hurricane-harvey_00000342,完全损毁,0,0.0
hurricane-harvey_00000353,完好,35,8508.0
hurricane-harvey_00000353,轻微损毁,35,10390.0
hurricane-harvey_00000353,严重损毁,8,2335.0
hurricane-harvey_00000353,完全损毁,1,62.0
hurricane-harvey_00000355,完好,138,48273.0
hurricane-harvey_00000355,轻微损毁,1,315.0
hurricane-harvey_00000355,严重损毁,0,0.0
hurricane-harvey_00000355,完全损毁,0,0.0
hurricane-harvey_00000360,完好,140,29329.0
hurricane-harvey_00000360,轻微损毁,26,5871.0
hurricane-harvey_00000360,严重损毁,4,956.0
hurricane-harvey_00000360,完全损毁,0,0.0
hurricane-harvey_00000364,完好,0,0.0
hurricane-harvey_00000364,轻微损毁,0,0.0
hurricane-harvey_00000364,严重损毁,103,26504.0
hurricane-harvey_00000364,完全损毁,1,77.0
hurricane-harvey_00000368,完好,2,66.0
hurricane-harvey_00000368,轻微损毁,2,1765.0
hurricane-harvey_00000368,严重损毁,23,12615.0
hurricane-harvey_00000368,完全损毁,0,0.0
hurricane-harvey_00000370,完好,40,54187.0
hurricane-harvey_00000370,轻微损毁,0,0.0
hurricane-harvey_00000370,严重损毁,0,0.0
hurricane-harvey_00000370,完全损毁,0,0.0
hurricane-harvey_00000377,完好,4,633.0
hurricane-harvey_00000377,轻微损毁,7,5512.0
hurricane-harvey_00000377,严重损毁,47,31180.0
hurricane-harvey_00000377,完全损毁,0,0.0
hurricane-harvey_00000378,完好,52,11923.0
hurricane-harvey_00000378,轻微损毁,21,7987.0
hurricane-harvey_00000378,严重损毁,7,2395.0
hurricane-harvey_00000378,完全损毁,1,1645.0
hurricane-harvey_00000390,完好,78,71190.0
hurricane-harvey_00000390,轻微损毁,0,0.0
hurricane-harvey_00000390,严重损毁,0,0.0
hurricane-harvey_00000390,完全损毁,0,0.0
hurricane-harvey_00000394,完好,1,236.0
hurricane-harvey_00000394,轻微损毁,2,546.0
hurricane-harvey_00000394,严重损毁,102,22842.0
hurricane-harvey_00000394,完全损毁,0,0.0
hurricane-harvey_00000407,完好,36,31971.0
hurricane-harvey_00000407,轻微损毁,2,896.0
hurricane-harvey_00000407,严重损毁,0,0.0
hurricane-harvey_00000407,完全损毁,0,0.0
hurricane-harvey_00000415,完好,45,13323.0
hurricane-harvey_00000415,轻微损毁,56,16351.0
hurricane-harvey_00000415,严重损毁,62,15518.0
hurricane-harvey_00000415,完全损毁,0,0.0
hurricane-harvey_00000416,完好,0,0.0
hurricane-harvey_00000416,轻微损毁,13,2281.0
hurricane-harvey_00000416,严重损毁,54,15425.0
hurricane-harvey_00000416,完全损毁,0,0.0
hurricane-harvey_00000420,完好,45,30250.0
hurricane-harvey_00000420,轻微损毁,0,0.0
hurricane-harvey_00000420,严重损毁,0,0.0
hurricane-harvey_00000420,完全损毁,0,0.0
hurricane-harvey_00000424,完好,92,27893.0
hurricane-harvey_00000424,轻微损毁,20,6617.0
hurricane-harvey_00000424,严重损毁,15,2852.0
hurricane-harvey_00000424,完全损毁,0,0.0
hurricane-harvey_00000428,完好,35,26322.0
hurricane-harvey_00000428,轻微损毁,2,403.0
hurricane-harvey_00000428,严重损毁,0,0.0
hurricane-harvey_00000428,完全损毁,0,0.0
hurricane-harvey_00000441,完好,76,45896.0
hurricane-harvey_00000441,轻微损毁,0,0.0
hurricane-harvey_00000441,严重损毁,0,0.0
hurricane-harvey_00000441,完全损毁,0,0.0
hurricane-harvey_00000445,完好,33,6720.0
hurricane-harvey_00000445,轻微损毁,9,1459.0
hurricane-harvey_00000445,严重损毁,16,3316.0
hurricane-harvey_00000445,完全损毁,0,0.0
hurricane-harvey_00000453,完好,15,6727.0
hurricane-harvey_00000453,轻微损毁,26,12957.0
hurricane-harvey_00000453,严重损毁,75,41576.0
hurricane-harvey_00000453,完全损毁,0,0.0
hurricane-harvey_00000456,完好,80,62551.0
hurricane-harvey_00000456,轻微损毁,1,518.0
hurricane-harvey_00000456,严重损毁,0,0.0
hurricane-harvey_00000456,完全损毁,0,0.0
hurricane-harvey_00000458,完好,0,0.0
hurricane-harvey_00000458,轻微损毁,1,110.0
hurricane-harvey_00000458,严重损毁,50,24286.0
hurricane-harvey_00000458,完全损毁,0,0.0
hurricane-harvey_00000460,完好,13,1732.0
hurricane-harvey_00000460,轻微损毁,26,8740.0
hurricane-harvey_00000460,严重损毁,78,47333.0
hurricane-harvey_00000460,完全损毁,0,0.0
hurricane-harvey_00000464,完好,0,0.0
hurricane-harvey_00000464,轻微损毁,0,0.0
hurricane-harvey_00000464,严重损毁,9,10093.0
hurricane-harvey_00000464,完全损毁,0,0.0
hurricane-harvey_00000465,完好,152,79933.0
hurricane-harvey_00000465,轻微损毁,5,1719.0
hurricane-harvey_00000465,严重损毁,0,0.0
hurricane-harvey_00000465,完全损毁,0,0.0
hurricane-harvey_00000466,完好,0,0.0
hurricane-harvey_00000466,轻微损毁,10,4102.0
hurricane-harvey_00000466,严重损毁,3,1477.0
hurricane-harvey_00000466,完全损毁,0,0.0
hurricane-harvey_00000468,完好,1,1354.0
hurricane-harvey_00000468,轻微损毁,0,0.0
hurricane-harvey_00000468,严重损毁,58,21158.0
hurricane-harvey_00000468,完全损毁,0,0.0
hurricane-harvey_00000476,完好,2,272.0
hurricane-harvey_00000476,轻微损毁,10,2842.0
hurricane-harvey_00000476,严重损毁,206,61437.0
hurricane-harvey_00000476,完全损毁,0,0.0
hurricane-harvey_00000479,完好,130,40997.0
hurricane-harvey_00000479,轻微损毁,39,17362.0
hurricane-harvey_00000479,严重损毁,8,2804.0
hurricane-harvey_00000479,完全损毁,0,0.0
hurricane-harvey_00000483,完好,72,37114.0
hurricane-harvey_00000483,轻微损毁,15,7971.0
hurricane-harvey_00000483,严重损毁,22,10465.0
hurricane-harvey_00000483,完全损毁,1,52.0
hurricane-harvey_00000485,完好,13,4650.0
hurricane-harvey_00000485,轻微损毁,11,4761.0
hurricane-harvey_00000485,严重损毁,19,4994.0
hurricane-harvey_00000485,完全损毁,1,124.0
hurricane-harvey_00000498,完好,0,0.0
hurricane-harvey_00000498,轻微损毁,0,0.0
hurricane-harvey_00000498,严重损毁,0,0.0
hurricane-harvey_00000498,完全损毁,6,353.0
hurricane-harvey_00000504,完好,5,1085.0
hurricane-harvey_00000504,轻微损毁,1,436.0
hurricane-harvey_00000504,严重损毁,3,458.0
hurricane-harvey_00000504,完全损毁,0,0.0
hurricane-harvey_00000510,完好,46,12829.0
hurricane-harvey_00000510,轻微损毁,32,10310.0
hurricane-harvey_00000510,严重损毁,0,0.0
hurricane-harvey_00000510,完全损毁,0,0.0
hurricane-harvey_00000516,完好,7,3394.0
hurricane-harvey_00000516,轻微损毁,8,1483.0
hurricane-harvey_00000516,严重损毁,2,409.0
hurricane-harvey_00000516,完全损毁,0,0.0
hurricane-matthew_00000010,完好,21,2323.0
hurricane-matthew_00000010,轻微损毁,21,1780.0
hurricane-matthew_00000010,严重损毁,0,0.0
hurricane-matthew_00000010,完全损毁,0,0.0
hurricane-matthew_00000011,完好,25,4141.0
hurricane-matthew_00000011,轻微损毁,8,886.0
hurricane-matthew_00000011,严重损毁,0,0.0
hurricane-matthew_00000011,完全损毁,1,33.0
hurricane-matthew_00000018,完好,10,468.0
hurricane-matthew_00000018,轻微损毁,1,124.0
hurricane-matthew_00000018,严重损毁,0,0.0
hurricane-matthew_00000018,完全损毁,0,0.0
hurricane-matthew_00000019,完好,5,346.0
hurricane-matthew_00000019,轻微损毁,1,22.0
hurricane-matthew_00000019,严重损毁,0,0.0
hurricane-matthew_00000019,完全损毁,1,43.0
hurricane-matthew_00000022,完好,13,675.0
hurricane-matthew_00000022,轻微损毁,2,175.0
hurricane-matthew_00000022,严重损毁,0,0.0
hurricane-matthew_00000022,完全损毁,0,0.0
hurricane-matthew_00000027,完好,38,6457.0
hurricane-matthew_00000027,轻微损毁,127,23644.0
hurricane-matthew_00000027,严重损毁,3,568.0
hurricane-matthew_00000027,完全损毁,0,0.0
hurricane-matthew_00000028,完好,29,3840.0
hurricane-matthew_00000028,轻微损毁,7,1288.0
hurricane-matthew_00000028,严重损毁,0,0.0
hurricane-matthew_00000028,完全损毁,0,0.0
hurricane-matthew_00000029,完好,26,2261.0
hurricane-matthew_00000029,轻微损毁,5,596.0
hurricane-matthew_00000029,严重损毁,0,0.0
hurricane-matthew_00000029,完全损毁,2,107.0
hurricane-matthew_00000033,完好,19,3728.0
hurricane-matthew_00000033,轻微损毁,5,1113.0
hurricane-matthew_00000033,严重损毁,0,0.0
hurricane-matthew_00000033,完全损毁,1,32.0
hurricane-matthew_00000037,完好,64,9887.0
hurricane-matthew_00000037,轻微损毁,112,19537.0
hurricane-matthew_00000037,严重损毁,3,221.0
hurricane-matthew_00000037,完全损毁,2,136.0
hurricane-matthew_00000042,完好,6,251.0
hurricane-matthew_00000042,轻微损毁,3,242.0
hurricane-matthew_00000042,严重损毁,0,0.0
hurricane-matthew_00000042,完全损毁,1,41.0
hurricane-matthew_00000057,完好,4,273.0
hurricane-matthew_00000057,轻微损毁,9,657.0
hurricane-matthew_00000057,严重损毁,1,48.0
hurricane-matthew_00000057,完全损毁,0,0.0
hurricane-matthew_00000076,完好,2,101.0
hurricane-matthew_00000076,轻微损毁,2,218.0
hurricane-matthew_00000076,严重损毁,0,0.0
hurricane-matthew_00000076,完全损毁,1,29.0
hurricane-matthew_00000096,完好,0,0.0
hurricane-matthew_00000096,轻微损毁,0,0.0
hurricane-matthew_00000096,严重损毁,0,0.0
hurricane-matthew_00000096,完全损毁,0,0.0
hurricane-matthew_00000101,完好,3,207.0
hurricane-matthew_00000101,轻微损毁,0,0.0
hurricane-matthew_00000101,严重损毁,0,0.0
hurricane-matthew_00000101,完全损毁,4,145.0
hurricane-matthew_00000105,完好,20,3490.0
hurricane-matthew_00000105,轻微损毁,46,26536.0
hurricane-matthew_00000105,严重损毁,6,1729.0
hurricane-matthew_00000105,完全损毁,0,0.0
hurricane-matthew_00000108,完好,13,1937.0
hurricane-matthew_00000108,轻微损毁,44,6677.0
hurricane-matthew_00000108,严重损毁,0,0.0
hurricane-matthew_00000108,完全损毁,0,0.0
hurricane-matthew_00000111,完好,1,142.0
hurricane-matthew_00000111,轻微损毁,0,0.0
hurricane-matthew_00000111,严重损毁,0,0.0
hurricane-matthew_00000111,完全损毁,8,449.0
hurricane-matthew_00000112,完好,2,57.0
hurricane-matthew_00000112,轻微损毁,0,0.0
hurricane-matthew_00000112,严重损毁,0,0.0
hurricane-matthew_00000112,完全损毁,6,497.0
hurricane-matthew_00000113,完好,6,365.0
hurricane-matthew_00000113,轻微损毁,2,168.0
hurricane-matthew_00000113,严重损毁,0,0.0
hurricane-matthew_00000113,完全损毁,3,193.0
hurricane-matthew_00000114,完好,1,62.0
hurricane-matthew_00000114,轻微损毁,0,0.0
hurricane-matthew_00000114,严重损毁,0,0.0
hurricane-matthew_00000114,完全损毁,12,743.0
hurricane-matthew_00000115,完好,0,0.0
hurricane-matthew_00000115,轻微损毁,0,0.0
hurricane-matthew_00000115,严重损毁,0,0.0
hurricane-matthew_00000115,完全损毁,1,44.0
hurricane-matthew_00000118,完好,2,89.0
hurricane-matthew_00000118,轻微损毁,0,0.0
hurricane-matthew_00000118,严重损毁,0,0.0
hurricane-matthew_00000118,完全损毁,11,578.0
hurricane-matthew_00000121,完好,0,0.0
hurricane-matthew_00000121,轻微损毁,0,0.0
hurricane-matthew_00000121,严重损毁,0,0.0
hurricane-matthew_00000121,完全损毁,3,161.0
hurricane-matthew_00000122,完好,5,359.0
hurricane-matthew_00000122,轻微损毁,1,433.0
hurricane-matthew_00000122,严重损毁,0,0.0
hurricane-matthew_00000122,完全损毁,0,0.0
hurricane-matthew_00000135,完好,4,347.0
hurricane-matthew_00000135,轻微损毁,10,573.0
hurricane-matthew_00000135,严重损毁,2,149.0
hurricane-matthew_00000135,完全损毁,0,0.0
hurricane-matthew_00000146,完好,1,43.0
hurricane-matthew_00000146,轻微损毁,0,0.0
hurricane-matthew_00000146,严重损毁,0,0.0
hurricane-matthew_00000146,完全损毁,0,0.0
hurricane-matthew_00000147,完好,0,0.0
hurricane-matthew_00000147,轻微损毁,0,0.0
hurricane-matthew_00000147,严重损毁,0,0.0
hurricane-matthew_00000147,完全损毁,0,0.0
hurricane-matthew_00000150,完好,0,0.0
hurricane-matthew_00000150,轻微损毁,0,0.0
hurricane-matthew_00000150,严重损毁,2,341.0
hurricane-matthew_00000150,完全损毁,12,677.0
hurricane-matthew_00000160,完好,0,0.0
hurricane-matthew_00000160,轻微损毁,0,0.0
hurricane-matthew_00000160,严重损毁,0,0.0
hurricane-matthew_00000160,完全损毁,5,445.0
hurricane-matthew_00000163,完好,0,0.0
hurricane-matthew_00000163,轻微损毁,0,0.0
hurricane-matthew_00000163,严重损毁,0,0.0
hurricane-matthew_00000163,完全损毁,2,115.0
hurricane-matthew_00000165,完好,0,0.0
hurricane-matthew_00000165,轻微损毁,0,0.0
hurricane-matthew_00000165,严重损毁,0,0.0
hurricane-matthew_00000165,完全损毁,2,78.0
hurricane-matthew_00000177,完好,0,0.0
hurricane-matthew_00000177,轻微损毁,0,0.0
hurricane-matthew_00000177,严重损毁,0,0.0
hurricane-matthew_00000177,完全损毁,4,180.0
hurricane-matthew_00000183,完好,0,0.0
hurricane-matthew_00000183,轻微损毁,0,0.0
hurricane-matthew_00000183,严重损毁,0,0.0
hurricane-matthew_00000183,完全损毁,1,31.0
hurricane-matthew_00000184,完好,1,17.0
hurricane-matthew_00000184,轻微损毁,0,0.0
hurricane-matthew_00000184,严重损毁,1,160.0
hurricane-matthew_00000184,完全损毁,10,766.0
hurricane-matthew_00000189,完好,0,0.0
hurricane-matthew_00000189,轻微损毁,1,46.0
hurricane-matthew_00000189,严重损毁,0,0.0
hurricane-matthew_00000189,完全损毁,11,649.0
hurricane-matthew_00000210,完好,1,17.0
hurricane-matthew_00000210,轻微损毁,0,0.0
hurricane-matthew_00000210,严重损毁,0,0.0
hurricane-matthew_00000210,完全损毁,9,440.0
hurricane-matthew_00000225,完好,0,0.0
hurricane-matthew_00000225,轻微损毁,0,0.0
hurricane-matthew_00000225,严重损毁,1,90.0
hurricane-matthew_00000225,完全损毁,14,1118.0
hurricane-matthew_00000227,完好,0,0.0
hurricane-matthew_00000227,轻微损毁,0,0.0
hurricane-matthew_00000227,严重损毁,1,96.0
hurricane-matthew_00000227,完全损毁,5,251.0
hurricane-matthew_00000236,完好,4,1112.0
hurricane-matthew_00000236,轻微损毁,1,124.0
hurricane-matthew_00000236,严重损毁,1,62.0
hurricane-matthew_00000236,完全损毁,25,2161.0
hurricane-matthew_00000257,完好,0,0.0
hurricane-matthew_00000257,轻微损毁,0,0.0
hurricane-matthew_00000257,严重损毁,0,0.0
hurricane-matthew_00000257,完全损毁,10,548.0
hurricane-matthew_00000262,完好,4,378.0
hurricane-matthew_00000262,轻微损毁,0,0.0
hurricane-matthew_00000262,严重损毁,0,0.0
hurricane-matthew_00000262,完全损毁,0,0.0
hurricane-matthew_00000267,完好,1,84.0
hurricane-matthew_00000267,轻微损毁,0,0.0
hurricane-matthew_00000267,严重损毁,1,47.0
hurricane-matthew_00000267,完全损毁,9,604.0
hurricane-matthew_00000270,完好,0,0.0
hurricane-matthew_00000270,轻微损毁,0,0.0
hurricane-matthew_00000270,严重损毁,0,0.0
hurricane-matthew_00000270,完全损毁,0,0.0
hurricane-matthew_00000272,完好,0,0.0
hurricane-matthew_00000272,轻微损毁,0,0.0
hurricane-matthew_00000272,严重损毁,0,0.0
hurricane-matthew_00000272,完全损毁,0,0.0
hurricane-matthew_00000273,完好,32,3024.0
hurricane-matthew_00000273,轻微损毁,8,986.0
hurricane-matthew_00000273,严重损毁,1,27.0
hurricane-matthew_00000273,完全损毁,3,199.0
hurricane-matthew_00000274,完好,2,116.0
hurricane-matthew_00000274,轻微损毁,2,123.0
hurricane-matthew_00000274,严重损毁,3,129.0
hurricane-matthew_00000274,完全损毁,10,566.0
hurricane-matthew_00000277,完好,26,2615.0
hurricane-matthew_00000277,轻微损毁,3,259.0
hurricane-matthew_00000277,严重损毁,1,28.0
hurricane-matthew_00000277,完全损毁,3,147.0
hurricane-matthew_00000286,完好,67,8487.0
hurricane-matthew_00000286,轻微损毁,23,2459.0
hurricane-matthew_00000286,严重损毁,3,527.0
hurricane-matthew_00000286,完全损毁,8,1324.0
hurricane-matthew_00000291,完好,5,215.0
hurricane-matthew_00000291,轻微损毁,0,0.0
hurricane-matthew_00000291,严重损毁,0,0.0
hurricane-matthew_00000291,完全损毁,8,304.0
hurricane-matthew_00000297,完好,82,10333.0
hurricane-matthew_00000297,轻微损毁,7,886.0
hurricane-matthew_00000297,严重损毁,1,78.0
hurricane-matthew_00000297,完全损毁,4,305.0
hurricane-matthew_00000298,完好,0,0.0
hurricane-matthew_00000298,轻微损毁,1,47.0
hurricane-matthew_00000298,严重损毁,0,0.0
hurricane-matthew_00000298,完全损毁,9,405.0
hurricane-matthew_00000304,完好,0,0.0
hurricane-matthew_00000304,轻微损毁,0,0.0
hurricane-matthew_00000304,严重损毁,0,0.0
hurricane-matthew_00000304,完全损毁,0,0.0
hurricane-matthew_00000317,完好,0,0.0
hurricane-matthew_00000317,轻微损毁,1,29.0
hurricane-matthew_00000317,严重损毁,0,0.0
hurricane-matthew_00000317,完全损毁,13,713.0
hurricane-matthew_00000318,完好,1,16.0
hurricane-matthew_00000318,轻微损毁,2,102.0
hurricane-matthew_00000318,严重损毁,0,0.0
hurricane-matthew_00000318,完全损毁,19,1086.0
hurricane-matthew_00000320,完好,1,48.0
hurricane-matthew_00000320,轻微损毁,1,54.0
hurricane-matthew_00000320,严重损毁,0,0.0
hurricane-matthew_00000320,完全损毁,8,396.0
hurricane-matthew_00000324,完好,0,0.0
hurricane-matthew_00000324,轻微损毁,0,0.0
hurricane-matthew_00000324,严重损毁,0,0.0
hurricane-matthew_00000324,完全损毁,11,537.0
hurricane-matthew_00000325,完好,7,704.0
hurricane-matthew_00000325,轻微损毁,0,0.0
hurricane-matthew_00000325,严重损毁,0,0.0
hurricane-matthew_00000325,完全损毁,4,183.0
hurricane-matthew_00000337,完好,1,33.0
hurricane-matthew_00000337,轻微损毁,0,0.0
hurricane-matthew_00000337,严重损毁,0,0.0
hurricane-matthew_00000337,完全损毁,0,0.0
hurricane-matthew_00000340,完好,0,0.0
hurricane-matthew_00000340,轻微损毁,0,0.0
hurricane-matthew_00000340,严重损毁,0,0.0
hurricane-matthew_00000340,完全损毁,2,97.0
hurricane-matthew_00000345,完好,101,11629.0
hurricane-matthew_00000345,轻微损毁,56,6557.0
hurricane-matthew_00000345,严重损毁,7,709.0
hurricane-matthew_00000345,完全损毁,17,1295.0
hurricane-matthew_00000348,完好,32,3391.0
hurricane-matthew_00000348,轻微损毁,5,322.0
hurricane-matthew_00000348,严重损毁,0,0.0
hurricane-matthew_00000348,完全损毁,22,1693.0
hurricane-matthew_00000349,完好,0,0.0
hurricane-matthew_00000349,轻微损毁,0,0.0
hurricane-matthew_00000349,严重损毁,0,0.0
hurricane-matthew_00000349,完全损毁,1,75.0
hurricane-matthew_00000352,完好,20,1097.0
hurricane-matthew_00000352,轻微损毁,1,448.0
hurricane-matthew_00000352,严重损毁,0,0.0
hurricane-matthew_00000352,完全损毁,13,730.0
hurricane-matthew_00000358,完好,0,0.0
hurricane-matthew_00000358,轻微损毁,0,0.0
hurricane-matthew_00000358,严重损毁,0,0.0
hurricane-matthew_00000358,完全损毁,0,0.0
hurricane-matthew_00000361,完好,2,91.0
hurricane-matthew_00000361,轻微损毁,0,0.0
hurricane-matthew_00000361,严重损毁,0,0.0
hurricane-matthew_00000361,完全损毁,9,429.0
